customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,loan_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,total_payments,missed_payments,partial_payments,delinquent_months,avg_days_late,max_days_late,total_emi_due,total_emi_paid,payment_completion_rate,delinquency_rate,avg_inflow,avg_outflow,avg_net_cash_flow,avg_cash_flow_consistency,avg_balance_volatility,total_spending_shocks,total_overdrafts
C02214,Onkar Purohit,36,Male,Srinagar,Married,Salaried,Government Employee,68518,44200,20514,387663,Owned,Bachelor,3,689,81,1,3,116,Google Ads,Android,30,LN209343,Personal,2038761,1786990,24,15.58,87138.4,1.27,2025-09-02,76,24,0.476,High,0,Insufficient Repayment Capacity,2.17,Rejected,0,12,1,1,2,6.5,36,10881.960000000001,9517.09,0.875,0.167,68646.58333333333,44279.75,24366.833333333332,82.0,0.35333333333333333,0,0
C02215,Raagini Chhabra,54,Female,Mumbai,Married,Salaried,Sales Executive,104512,70000,5699,628143,Family Owned,High School,3,683,50,29,4,368,YouTube,Web,94,LN642071,Vehicle,2804241,2672336,60,11.25,58436.79,0.56,2025-08-19,38,62,0.248,Medium,1,,2.13,Active,0,20,0,1,0,3.15,7,404446.60000000003,394877.34,0.976,0.0,103596.41666666667,84703.66666666667,18892.75,83.33333333333333,0.37083333333333335,2,2
C02216,Fitan Naidu,54,Female,Pune,Single,Salaried,Sales Executive,52514,24149,16416,459454,Family Owned,PhD,1,714,35,17,1,229,Google Ads,iPhone,81,LN219518,Home Renovation,329701,280384,48,10.39,7163.89,0.14,2025-03-18,20,80,0.14,Low,1,,0.44,Closed,0,23,6,6,9,18.347826086956523,74,119327.22,79939.94,0.67,0.391,52463.5,27527.5,24936.0,96.91666666666667,0.365,1,1
C02217,Yasti Ahluwalia,51,Female,Nagpur,Married,Self-employed,Business Owner,51512,33208,17739,235390,Rented,Diploma,4,650,32,29,0,70,YouTube,iPhone,38,LN969969,Vehicle,1008251,927921,36,9.77,29841.3,0.58,2026-03-08,73,27,0.458,High,0,Insufficient Repayment Capacity,1.5,Rejected,0,12,3,6,4,19.666666666666668,86,833635.2000000001,444052.5,0.533,0.333,49297.833333333336,34464.5,14833.333333333334,67.41666666666667,0.6608333333333333,0,0
C02218,Robert Jhaveri,23,Female,Pune,Single,Salaried,Software Engineer,40653,18929,6090,257661,Owned,PhD,1,693,1,1,0,289,Google Ads,Android,74,LN572238,Home Renovation,1396027,1248518,48,10.87,32189.84,0.79,2024-07-01,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.56,Rejected,0,22,4,4,4,14.227272727272727,77,1116821.42,814764.44,0.73,0.182,40302.166666666664,19669.083333333332,20633.083333333332,81.5,0.29916666666666664,1,0
C02219,Tarak Bali,22,Female,Meerut,Single,Student,Student,21127,14890,4359,83480,Owned,Bachelor,0,636,24,0,2,8,Instagram,iPhone,4,LN492991,Personal,352317,330644,24,12.8,15688.38,0.74,2025-06-15,88,12,0.548,High,0,High Risk,1.3,Rejected,0,17,7,1,7,24.235294117647058,88,99018.54,56137.83,0.567,0.412,19286.583333333332,14923.0,4363.583333333333,43.416666666666664,0.71,0,3
C02220,Nimrat Padmanabhan,59,Female,Chennai,Married,Salaried,Teacher,63887,33971,13237,773089,Rented,PhD,2,709,18,14,0,152,Facebook,Android,82,LN458738,Personal,2278796,2047475,36,14.37,70346.35,1.1,2024-07-11,51,49,0.326,High,0,Insufficient Repayment Capacity,2.67,Rejected,0,22,5,7,10,17.40909090909091,69,2127681.6,1354392.18,0.637,0.455,63770.166666666664,34013.5,29756.666666666668,98.25,0.35083333333333333,0,0
C02221,Abeer Srinivas,24,Male,Bhopal,Single,Salaried,Accountant,30622,18447,2389,177988,Owned,High School,1,718,41,0,1,133,Referral,Web,84,LN341837,Home Renovation,260190,247290,60,11.0,5376.68,0.18,2024-06-09,21,79,0.146,Low,1,,0.67,Closed,0,24,5,7,10,18.333333333333332,80,430540.07999999996,295723.31999999995,0.687,0.417,31010.75,19087.166666666668,11923.583333333334,76.33333333333333,0.3558333333333333,0,0
C02222,Bachittar Patel,33,Male,Darbhanga,Single,Salaried,Government Employee,102323,79410,32523,2852617,Family Owned,Bachelor,1,704,99,10,6,133,YouTube,Android,63,LN281886,Home Renovation,4041638,2884769,60,9.3,60303.95,0.59,2025-07-18,63,37,0.398,High,0,Insufficient Repayment Capacity,2.35,Rejected,0,13,0,3,1,5.0,17,170191.19,151164.49,0.888,0.077,103516.33333333333,94429.41666666667,9086.916666666666,79.58333333333333,0.3541666666666667,2,2
C02223,Parth Mishra,41,Male,Bangalore,Divorced,Salaried,Accountant,128241,74036,45262,1505542,Owned,Bachelor,2,740,63,14,3,14,Referral,Android,8,LN615080,Personal,2804423,2459352,12,21.55,229649.23,1.79,2025-11-17,55,45,0.35,High,0,Insufficient Repayment Capacity,1.6,Rejected,0,16,6,4,8,21.0,64,1075170.88,595434.22,0.554,0.5,128144.75,73981.66666666667,54163.083333333336,88.5,0.31666666666666665,0,0
C02224,Vansha Vaidya,33,Male,Chennai,Married,Self-employed,Freelancer,79553,54155,12812,580244,Rented,High School,1,665,88,0,0,47,Instagram,Web,24,LN257295,Medical,2116957,1939699,12,15.88,175880.42,2.21,2024-06-12,58,42,0.368,High,0,Insufficient Repayment Capacity,2.03,Rejected,0,12,2,3,2,11.416666666666666,51,2747254.68,2042922.62,0.744,0.167,74675.25,59517.083333333336,15158.166666666666,68.66666666666667,0.36083333333333334,1,1
C02225,Kala Salvi,41,Female,Ranchi,Divorced,Salaried,Bank Officer,85259,58448,24559,971091,Rented,Master,1,687,27,4,2,4,Google Ads,iPhone,3,LN961452,Vehicle,1566200,1184371,36,11.45,39027.67,0.46,2025-07-09,60,40,0.38,High,1,,1.16,Defaulted,1,15,0,0,0,2.6,5,396027.0,396027.0,1.0,0.0,84856.58333333333,64198.916666666664,20657.666666666668,85.16666666666667,0.3875,1,1
C02226,Rajata Johal,38,Male,Delhi,Married,Self-employed,Contractor,41410,30890,11502,696458,Rented,Diploma,3,651,18,12,0,329,Referral,Web,93,LN741311,Vehicle,1580568,1444570,24,8.84,65888.81,1.59,2024-12-11,68,32,0.428,High,0,Insufficient Repayment Capacity,2.91,Rejected,0,13,3,2,3,20.23076923076923,84,465067.85,326190.94999999995,0.701,0.231,40642.25,37149.666666666664,3492.5833333333335,75.5,0.385,1,2
C02227,Eiravati Garg,57,Male,Ranchi,Single,Self-employed,Business Owner,33254,21322,9132,100903,Rented,Diploma,0,660,7,30,0,125,Referral,Android,33,LN553954,Home Renovation,1116856,830596,48,9.16,20732.58,0.62,2025-01-01,71,29,0.446,High,0,Insufficient Repayment Capacity,2.08,Rejected,0,20,2,4,4,10.35,83,168558.4,140056.43,0.831,0.2,34871.083333333336,22129.083333333332,12742.0,59.083333333333336,0.36916666666666664,0,0
C02228,Logan Kapoor,55,Female,Ranchi,Single,Unemployed,Unemployed,8408,6879,0,24185,Rented,Diploma,1,465,10,0,0,46,Facebook,Web,19,LN699466,Personal,50000,46791,24,17.97,2335.32,0.28,2026-03-01,98,2,0.608,High,0,High Risk,0.46,Rejected,0,17,1,1,2,7.176470588235294,60,66969.12,60815.880000000005,0.908,0.118,4369.916666666667,7787.666666666667,-3417.75,30.666666666666668,0.6183333333333333,1,11
C02229,Tripti Karpe,40,Female,Kolkata,Married,Salaried,Software Engineer,145440,66504,43412,1838847,Rented,Master,1,754,61,2,2,250,Facebook,Android,74,LN501923,Home Renovation,1975710,1454299,60,7.41,29079.01,0.2,2025-05-22,15,85,0.11,Low,1,,0.83,Defaulted,1,14,1,3,4,12.071428571428571,84,472923.5,415383.39,0.878,0.286,147149.16666666666,65002.833333333336,82146.33333333333,98.33333333333333,0.14916666666666667,0,0
C02230,Ranbir Ganesan,40,Male,Surat,Married,Salaried,Software Engineer,36021,20033,2531,124009,Rented,Diploma,3,694,108,9,4,233,YouTube,Android,96,LN198458,Personal,782279,648826,12,22.6,60913.98,1.69,2025-04-30,56,44,0.356,High,0,Insufficient Repayment Capacity,1.5,Rejected,0,23,1,3,2,5.260869565217392,47,409782.25999999995,376157.72,0.918,0.087,36413.083333333336,20050.083333333332,16363.0,82.25,0.3441666666666667,0,0
C02231,Noah Narula,49,Male,Chennai,Married,Salaried,Bank Officer,63513,37267,4188,963860,Owned,PhD,1,728,99,15,4,9,YouTube,iPhone,3,LN580155,Personal,1669525,1420717,12,18.87,130840.29,2.06,2025-06-03,33,67,0.218,Medium,0,Insufficient Repayment Capacity,1.86,Rejected,0,18,0,0,0,3.1666666666666665,5,114814.44,114814.44,1.0,0.0,63830.333333333336,37725.333333333336,26105.0,89.0,0.37999999999999995,0,0
C02232,Ranveer Bhargava,39,Male,Surat,Married,Salaried,Accountant,86067,61116,6669,910389,Rented,Diploma,3,723,73,17,4,178,Referral,iPhone,64,LN615741,Business,1029764,932845,36,10.18,30179.18,0.35,2026-05-07,25,75,0.17,Medium,1,,0.9,Defaulted,1,21,0,1,0,2.5714285714285716,10,435755.25,427680.74,0.981,0.0,87027.58333333333,65752.83333333333,21274.75,85.91666666666667,0.35000000000000003,0,0
C02233,Ayushman Kara,35,Male,Indore,Divorced,Self-employed,Freelancer,41662,24595,11075,463376,Rented,Bachelor,0,679,60,12,4,90,Instagram,Web,57,LN383124,Medical,752246,686179,24,12.46,32448.43,0.78,2026-02-13,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.37,Rejected,0,23,0,2,0,2.869565217391304,11,100687.79,97459.43999999999,0.968,0.0,40243.416666666664,24179.583333333332,16063.833333333334,88.66666666666667,0.36916666666666664,0,0
C02234,Lajita Chakraborty,56,Female,Srinagar,Married,Unemployed,Unemployed,5687,3682,0,1888,Rented,Diploma,4,501,113,0,7,27,YouTube,Web,11,LN647934,Medical,50000,38246,36,14.62,1318.7,0.23,2025-06-14,100,0,0.62,High,0,High Risk,0.56,Rejected,0,18,5,4,8,19.333333333333332,77,135155.34,84898.48,0.628,0.444,3673.5,4081.6666666666665,-408.1666666666667,47.5,0.6975000000000001,2,6
C02235,Bina Doctor,25,Female,Darbhanga,Married,Salaried,Sales Executive,73747,35784,26359,1214601,Owned,High School,3,720,46,3,3,53,Referral,Android,25,LN353804,Vehicle,3019851,2366778,48,10.15,60198.24,0.82,2025-09-30,58,42,0.368,High,0,Insufficient Repayment Capacity,2.67,Rejected,0,22,5,3,5,19.181818181818183,88,1635294.1,1175940.19,0.719,0.227,73884.33333333333,34705.083333333336,39179.25,94.0,0.39749999999999996,0,0
C02236,Ekiya Sibal,19,Female,Darbhanga,Single,Student,Student,11089,6620,2384,57793,Rented,High School,1,597,4,0,0,23,Instagram,Web,6,LN244670,Personal,140116,114576,24,20.79,5875.75,0.53,2025-10-14,83,17,0.518,High,0,High Risk,0.86,Rejected,0,19,2,5,3,10.421052631578947,73,87306.71,73106.7,0.837,0.158,10428.916666666666,7634.666666666667,2794.25,65.66666666666667,0.6433333333333333,3,2
C02237,Forum Cherian,65,Male,Bhopal,Married,Self-employed,Shop Owner,187198,110351,42780,4733163,Family Owned,Master,4,703,11,10,0,163,Instagram,Web,73,LN179244,Vehicle,6246373,5382025,48,10.27,137200.98,0.73,2026-01-11,68,32,0.428,High,0,Insufficient Repayment Capacity,2.4,Rejected,0,24,2,5,4,10.041666666666666,74,1234128.0,1043478.08,0.846,0.167,177314.58333333334,116608.41666666667,60706.166666666664,82.16666666666667,0.365,0,0
C02238,Ekansh Oza,57,Male,Meerut,Married,Unemployed,Unemployed,10688,8101,0,4632,Rented,Diploma,2,464,21,0,1,25,YouTube,iPhone,7,LN711674,Business,300000,240796,36,13.08,8122.65,0.76,2025-04-20,100,0,0.62,High,0,High Risk,1.88,Rejected,0,12,2,3,4,17.916666666666668,82,40067.64,30641.899999999998,0.765,0.333,6744.916666666667,11504.833333333334,-4759.916666666667,18.333333333333332,0.62,4,10
C02239,Ojasvi Deo,25,Female,Pune,Single,Salaried,Accountant,117773,56310,5942,2477671,Rented,Master,0,722,53,3,2,114,Facebook,Android,55,LN376001,Vehicle,3818441,2946989,24,11.1,137489.65,1.17,2025-11-16,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.09,Rejected,0,24,0,2,1,3.25,19,895777.2000000001,866241.17,0.967,0.042,118599.16666666667,53725.666666666664,64873.5,86.0,0.36083333333333334,0,0
C02240,Gagan Johal,41,Female,Ballia,Married,Self-employed,Freelancer,41657,20405,10533,692131,Family Owned,High School,4,702,107,14,4,43,Instagram,iPhone,23,LN275016,Home Renovation,1435517,1217379,60,8.42,24929.48,0.6,2024-06-24,56,44,0.356,High,0,Insufficient Repayment Capacity,2.44,Rejected,0,12,0,0,0,3.0833333333333335,5,183326.28,183326.28,1.0,0.0,41470.333333333336,23276.5,18193.833333333332,52.0,0.3025,1,1
C02241,Balendra Gole,45,Female,Nagpur,Married,Salaried,Doctor,127325,87018,43717,3288231,Rented,Diploma,4,703,63,23,0,21,Facebook,iPhone,6,LN914351,Personal,5148983,4612213,36,17.04,164529.81,1.29,2025-04-06,80,20,0.5,High,0,Insufficient Repayment Capacity,3.02,Rejected,0,18,2,2,3,10.5,87,63909.18000000001,53923.47,0.844,0.167,126347.16666666667,92699.91666666667,33647.25,90.41666666666667,0.3875,1,1
C02242,Chandani Subramaniam,59,Female,Bangalore,Married,Salaried,Government Employee,76901,54637,24010,1130245,Rented,Master,4,694,74,13,1,27,Instagram,Android,9,LN586032,Home Renovation,2167060,1534850,60,11.81,33994.71,0.44,2026-04-24,65,35,0.41,High,0,Insufficient Repayment Capacity,1.66,Rejected,0,19,2,4,5,10.421052631578947,52,1602316.7400000002,1284732.97,0.802,0.263,75966.66666666667,56232.666666666664,19734.0,94.5,0.3125,0,0
C02243,Widisha Setty,46,Female,Ahmedabad,Married,Salaried,Teacher,114011,52035,711,2903904,Rented,Bachelor,4,741,64,5,2,46,YouTube,iPhone,12,LN360401,Medical,4367828,3300076,24,16.44,162276.64,1.42,2024-06-27,53,47,0.338,High,0,Insufficient Repayment Capacity,2.41,Rejected,0,12,4,2,5,23.916666666666668,87,964261.08,592169.99,0.614,0.417,113599.91666666667,61028.5,52571.416666666664,92.25,0.33416666666666667,2,1
C02244,Xiti Basak,29,Female,Chapra,Married,Salaried,Bank Officer,123597,56645,7213,3647355,Rented,Master,1,761,67,6,3,217,Facebook,Android,76,LN233826,Vehicle,4697277,4410259,60,8.25,89952.75,0.73,2025-05-03,33,67,0.218,Medium,0,Insufficient Repayment Capacity,2.97,Rejected,0,24,0,5,3,4.333333333333333,20,4219812.0,3823180.21,0.906,0.125,125003.5,57412.5,67591.0,85.33333333333333,0.14333333333333334,0,0
C02245,Faris Choudhry,23,Male,Surat,Single,Student,Student,8273,6213,97,32112,Owned,Bachelor,0,583,23,0,0,20,Referral,Web,7,LN474594,Education,135982,126754,48,11.05,3279.1,0.4,2026-01-18,53,47,0.338,High,1,,1.28,Closed,0,20,5,7,9,21.55,89,66529.4,39370.64,0.592,0.45,7803.75,6456.416666666667,1347.3333333333333,45.166666666666664,0.6316666666666667,0,3
C02246,Nikita Divan,51,Male,Bhubaneswar,Married,Salaried,Government Employee,92234,73432,9689,1645532,Rented,PhD,3,742,42,11,2,192,Instagram,Android,89,LN779953,Medical,2542135,2539142,12,19.32,234386.6,2.54,2025-03-31,68,32,0.428,High,0,Insufficient Repayment Capacity,2.29,Rejected,0,22,2,2,2,8.0,82,961991.58,849604.83,0.883,0.091,93062.66666666667,75245.66666666667,17817.0,81.33333333333333,0.3758333333333333,0,0
C02247,Shivansh Bali,64,Male,Hyderabad,Married,Self-employed,Shop Owner,74083,39012,14654,493081,Owned,PhD,1,670,89,4,3,211,YouTube,iPhone,73,LN757502,Vehicle,2487512,2195104,24,11.58,102901.15,1.39,2025-12-05,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.47,Rejected,0,20,0,0,0,2.75,5,892836.6000000001,892836.6000000001,1.0,0.0,73352.25,42213.166666666664,31139.083333333332,48.75,0.31083333333333335,1,0
C02248,Jeet Minhas,43,Male,Patna,Married,Unemployed,Unemployed,8085,7357,0,22755,Rented,PhD,1,445,48,0,3,75,Google Ads,Android,29,LN820021,Business,300000,287508,48,17.28,8337.76,1.03,2025-07-30,100,0,0.62,High,0,High Risk,2.96,Rejected,0,12,3,1,3,18.75,86,39487.32,29257.24,0.741,0.25,5893.916666666667,9842.25,-3948.3333333333335,35.083333333333336,0.6783333333333333,3,11
C02249,Anmol Chaudhari,23,Male,Pune,Married,Salaried,Accountant,38120,25599,2667,350123,Rented,Master,3,675,19,0,0,99,YouTube,Android,38,LN164331,Medical,168257,142173,24,19.19,7179.88,0.19,2026-05-28,23,77,0.158,Low,1,,0.31,Active,0,13,1,2,2,6.615384615384615,31,233180.35,203888.55000000002,0.874,0.154,37958.666666666664,26030.083333333332,11928.583333333334,94.66666666666667,0.38083333333333336,0,0
C02250,Idika Sha,29,Female,Bangalore,Married,Salaried,Sales Executive,48448,25843,14359,160455,Rented,Diploma,3,694,45,3,2,35,Google Ads,iPhone,16,LN444616,Home Renovation,520175,516951,60,11.6,11395.07,0.24,2024-06-17,50,50,0.32,High,1,,0.89,Defaulted,1,19,3,5,4,15.263157894736842,82,547110.89,420048.72000000003,0.768,0.211,48421.833333333336,25783.166666666668,22638.666666666668,94.91666666666667,0.33,0,0
C02251,Shravya Tara,57,Male,Ballia,Single,Salaried,Bank Officer,67514,29404,21522,228384,Owned,Master,1,698,56,9,1,299,Facebook,Android,96,LN311481,Home Renovation,872615,802488,48,11.89,21089.27,0.31,2024-10-26,40,60,0.26,Medium,1,,0.99,Active,0,12,5,0,5,26.916666666666668,74,1272290.04,742169.19,0.583,0.417,67439.66666666667,35425.166666666664,32014.5,82.58333333333333,0.3725,2,0
C02252,Netra Tandon,25,Female,Surat,Single,Student,Student,8766,6711,1033,20559,Rented,Diploma,1,588,64,0,4,89,Referral,iPhone,43,LN917008,Education,115962,96718,60,13.4,2220.49,0.25,2025-03-09,58,42,0.368,High,1,,0.92,Defaulted,1,21,3,5,4,14.047619047619047,88,71935.92,54624.45,0.759,0.19,6554.833333333333,7581.083333333333,-1026.25,45.083333333333336,0.66,2,8
C02253,Lajita Mital,37,Male,Patna,Married,Salaried,Bank Officer,59756,27108,18905,823122,Owned,Master,1,759,90,13,3,28,YouTube,Web,8,LN718135,Business,2557803,1837774,60,8.9,38060.03,0.64,2025-06-01,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.56,Rejected,0,22,7,2,8,24.59090909090909,89,2107048.9,1346928.39,0.639,0.364,60050.75,30054.25,29996.5,89.0,0.15833333333333333,1,0
C02254,Abhimanyu Mahal,22,Female,Indore,Married,Salaried,Bank Officer,62020,48227,1840,671282,Rented,High School,3,711,16,0,1,19,Google Ads,Android,6,LN270320,Home Renovation,1137704,1087007,48,9.96,27548.43,0.44,2024-10-05,30,70,0.2,Medium,1,,1.46,Active,0,23,6,3,7,19.91304347826087,87,1391492.87,997883.86,0.717,0.304,62167.25,54528.083333333336,7639.166666666667,93.83333333333333,0.37666666666666665,2,2
C02255,Zayyan Buch,27,Female,Chennai,Married,Salaried,Software Engineer,86218,36609,33978,676544,Rented,Bachelor,1,730,6,0,0,151,Referral,Web,50,LN371548,Vehicle,1905959,1839445,60,11.49,40444.96,0.47,2025-03-15,50,50,0.32,High,0,Insufficient Repayment Capacity,1.78,Rejected,0,15,2,3,2,9.266666666666667,42,488511.0,384135.59,0.786,0.133,85223.08333333333,37702.333333333336,47520.75,95.08333333333333,0.3575,1,0
C02256,Urvashi Sandhu,59,Male,Kolkata,Married,Self-employed,Shop Owner,108424,61202,21397,2238176,Rented,PhD,3,681,52,36,2,10,Google Ads,Web,3,LN399111,Vehicle,4413821,4351233,60,10.37,93245.0,0.86,2024-08-20,65,35,0.41,High,0,Insufficient Repayment Capacity,3.34,Rejected,0,16,1,3,1,5.625,33,288862.88,252825.52000000002,0.875,0.062,104148.58333333333,65125.666666666664,39022.916666666664,74.91666666666667,0.36083333333333334,1,1
C02257,Garima Sankaran,25,Male,Delhi,Married,Student,Student,23888,12228,3546,115639,Owned,Bachelor,1,622,70,0,4,121,Facebook,Android,34,LN412345,Education,513932,432267,36,9.85,13917.62,0.58,2025-05-15,71,29,0.446,High,1,,1.51,Closed,0,23,3,2,3,10.304347826086957,90,187229.66,155564.71,0.831,0.13,19840.5,16513.166666666668,3327.3333333333335,35.833333333333336,0.6325,4,3
C02258,Balvan Ramachandran,42,Male,Bhopal,Single,Salaried,Government Employee,25635,16021,1271,35521,Rented,High School,1,691,25,17,1,211,Referral,Android,75,LN578882,Home Renovation,524482,453935,48,9.58,11421.62,0.45,2025-10-01,28,72,0.188,Medium,1,,1.48,Closed,0,22,1,1,2,4.7727272727272725,41,348428.3,328051.68,0.942,0.091,25699.166666666668,18178.5,7520.666666666667,75.33333333333333,0.3675,1,1
C02259,Amruta Dara,25,Male,Meerut,Married,Salaried,Teacher,136325,64305,4621,4115534,Rented,PhD,1,698,34,0,2,240,Instagram,iPhone,68,LN425816,Home Renovation,4776231,4565890,48,8.18,111852.9,0.82,2024-08-12,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.79,Rejected,0,24,1,2,1,5.666666666666667,70,3049906.56,2770278.35,0.908,0.042,136289.08333333334,64742.416666666664,71546.66666666667,75.5,0.39999999999999997,1,0
C02260,Aashi Kohli,33,Male,Surat,Married,Salaried,Accountant,65516,38405,4104,872622,Owned,Diploma,4,740,93,10,6,93,Google Ads,Android,41,LN733845,Medical,1519535,1116581,12,15.96,101287.22,1.55,2024-12-06,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.42,Rejected,0,12,5,1,6,27.083333333333332,73,1777666.3199999998,941097.8899999999,0.529,0.5,65194.083333333336,39097.75,26096.333333333332,80.83333333333333,0.3408333333333333,0,0
C02261,Falan Basu,50,Female,Mumbai,Single,Salaried,Accountant,95488,41014,15702,1429226,Owned,PhD,1,734,4,8,0,97,Instagram,Web,41,LN847917,Vehicle,4349805,3951139,36,11.34,129992.33,1.36,2025-12-22,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.45,Rejected,0,15,1,1,1,7.8,77,811894.8,732432.48,0.902,0.067,95547.25,46829.166666666664,48718.083333333336,91.58333333333333,0.355,1,1
C02262,Siya Chanda,35,Female,Bhopal,Married,Self-employed,Freelancer,197569,136490,10023,2777779,Owned,Bachelor,2,660,43,7,0,44,Referral,iPhone,12,LN617916,Vehicle,2779689,2374057,24,9.04,108501.76,0.55,2026-03-04,30,70,0.2,Medium,1,,1.0,Closed,0,12,4,4,6,23.666666666666668,65,1212755.52,709710.55,0.585,0.5,209784.66666666666,138539.16666666666,71245.5,72.5,0.32666666666666666,1,1
C02263,Aradhana Kaul,24,Female,Bangalore,Single,Salaried,Accountant,148686,84580,31879,3068620,Owned,Bachelor,0,726,19,2,1,92,Referral,iPhone,57,LN446280,Home Renovation,2846004,2240350,48,9.06,55815.05,0.38,2026-03-11,32,68,0.212,Medium,1,,1.26,Defaulted,1,18,0,0,0,2.4444444444444446,5,178213.13999999998,178213.13999999998,1.0,0.0,147550.66666666666,80736.0,66814.66666666667,98.75,0.38083333333333336,0,0
C02264,Tripti Chanda,55,Male,Nagpur,Married,Salaried,Doctor,59811,30104,19579,893338,Rented,Diploma,3,747,44,32,1,124,YouTube,Android,65,LN769444,Personal,383174,368913,24,14.51,17801.59,0.3,2025-07-13,37,63,0.242,Medium,1,,0.51,Closed,0,13,1,1,1,8.0,78,265317.26,238368.35,0.898,0.077,58693.333333333336,30728.75,27964.583333333332,86.25,0.31416666666666665,0,0
C02265,Nidhi Natarajan,31,Male,Srinagar,Married,Salaried,Software Engineer,117468,84862,40207,1708533,Rented,Bachelor,2,724,104,5,6,23,Google Ads,Android,8,LN962579,Business,3271634,2498430,36,13.83,85184.27,0.73,2025-03-15,60,40,0.38,High,0,Insufficient Repayment Capacity,1.77,Rejected,0,12,4,5,4,23.583333333333332,74,444876.72,253754.34,0.57,0.333,117245.0,91003.66666666667,26241.333333333332,80.91666666666667,0.32749999999999996,1,1
C02266,Chameli Grover,25,Female,Indore,Single,Self-employed,Contractor,231648,119167,45654,7458232,Family Owned,Bachelor,1,674,6,3,0,81,Instagram,Android,29,LN912338,Business,7074366,5351687,60,14.23,125163.45,0.54,2024-08-22,43,57,0.278,Medium,1,,1.93,Closed,0,24,1,4,1,6.375,78,2065240.08,1822948.8699999999,0.883,0.042,233908.66666666666,122381.08333333333,111527.58333333333,78.75,0.3333333333333333,0,0
C02267,Nicholas Dutt,48,Female,Surat,Married,Salaried,Bank Officer,50937,36045,18654,208725,Family Owned,Diploma,2,697,119,13,8,295,Facebook,iPhone,90,LN959783,Business,1086865,977475,36,12.9,32887.93,0.65,2026-05-19,63,37,0.398,High,0,Insufficient Repayment Capacity,1.6,Rejected,0,13,1,0,1,6.538461538461538,48,22760.399999999998,21009.6,0.923,0.077,50051.666666666664,44094.666666666664,5957.0,92.41666666666667,0.33916666666666667,3,3
C02268,Januja Boase,19,Female,Nagpur,Single,Student,Student,13104,6776,3264,58259,Rented,Diploma,0,637,11,0,0,138,Referral,Web,62,LN394310,Medical,185436,140336,12,19.82,12987.87,0.99,2026-04-29,83,17,0.518,High,0,High Risk,0.89,Rejected,0,19,4,5,5,18.31578947368421,80,61434.03,43708.909999999996,0.711,0.263,12099.583333333334,6725.666666666667,5373.916666666667,53.833333333333336,0.6091666666666667,1,0
C02269,Jackson Bhandari,24,Female,Indore,Single,Student,Student,13447,7969,3072,44781,Family Owned,Diploma,1,639,7,0,0,195,Facebook,Android,74,LN848372,Education,151172,150856,48,10.33,3850.05,0.29,2024-06-24,70,30,0.44,High,1,,0.93,Defaulted,1,24,7,10,13,24.958333333333332,83,120034.79999999999,65664.46,0.547,0.542,11758.583333333334,8641.916666666666,3116.6666666666665,68.58333333333333,0.6575000000000001,1,1
C02270,Ekani Iyengar,31,Female,Darbhanga,Married,Salaried,Accountant,103745,54482,29579,1260043,Rented,PhD,4,719,77,9,3,121,Facebook,Android,31,LN510613,Medical,3178707,2299588,24,16.25,112869.87,1.09,2025-01-07,60,40,0.38,High,0,Insufficient Repayment Capacity,1.85,Rejected,0,20,7,4,8,28.85,84,2090935.0,1121307.99,0.536,0.4,102127.41666666667,57813.5,44313.916666666664,80.08333333333333,0.3541666666666667,0,0
C02271,Dhruv Sunder,26,Male,Ballia,Single,Salaried,Accountant,82869,61968,29785,1012739,Rented,High School,1,714,3,0,0,192,Google Ads,Android,51,LN266466,Home Renovation,3362568,2767729,60,9.28,57830.35,0.7,2025-04-10,68,32,0.428,High,0,Insufficient Repayment Capacity,2.78,Rejected,0,19,5,3,6,20.105263157894736,87,1982454.8699999999,1311146.7,0.661,0.316,83264.0,59123.5,24140.5,90.08333333333333,0.35083333333333333,0,0
C02272,Gaurika Gaba,36,Male,Nagpur,Married,Salaried,Government Employee,111455,73268,6380,3117520,Rented,Bachelor,2,726,58,10,3,292,Referral,Android,92,LN703124,Business,2952327,2343120,60,13.49,53902.76,0.48,2025-01-31,35,65,0.23,Medium,1,,1.75,Active,0,22,0,1,1,2.8181818181818183,18,624974.9,619740.8200000001,0.992,0.045,111059.33333333333,82354.41666666667,28704.916666666668,95.66666666666667,0.3558333333333333,1,1
