customer_id,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score
C02947,Ishita Solanki,32,Male,Ballia,Married,Salaried,Accountant,129551,88704,36142,4154548,Family Owned,High School,2,725,48,5,2,68,Referral,Android,18
C02948,Niharika Saran,58,Female,Pune,Married,Salaried,Doctor,139929,66149,15783,921983,Rented,Master,2,732,76,31,6,6,Facebook,iPhone,2
C02949,Watika Nagarajan,21,Male,Nagpur,Married,Student,Student,10662,9760,291,32549,Rented,Diploma,4,554,32,0,1,60,Instagram,iPhone,20
C02950,Odika Nair,25,Male,Srinagar,Married,Unemployed,Unemployed,8737,8307,0,22062,Family Owned,High School,4,503,75,0,5,131,Google Ads,iPhone,55
C02951,Jeevika Rau,55,Female,Meerut,Married,Salaried,Government Employee,70103,47995,15529,511092,Owned,High School,1,715,64,25,3,148,Google Ads,Android,56
C02952,Patrick Krishna,25,Female,Delhi,Married,Salaried,Software Engineer,45229,34775,583,656852,Owned,PhD,3,690,8,1,0,71,Referral,Android,20
C02953,Jagrati Cherian,39,Female,Patna,Single,Salaried,Bank Officer,83949,43484,30383,1196831,Family Owned,High School,1,706,4,5,0,154,Google Ads,iPhone,65
C02954,Indira Banerjee,42,Male,Meerut,Single,Salaried,Doctor,34781,17010,12952,554237,Family Owned,PhD,1,721,50,19,2,99,YouTube,iPhone,40
C02955,Urvi Ramesh,42,Female,Bhopal,Married,Salaried,Government Employee,83152,34868,22609,639542,Rented,High School,4,700,27,3,0,136,YouTube,Android,43
C02956,Pallavi Bava,26,Female,Mumbai,Married,Self-employed,Shop Owner,134111,103497,36684,2607061,Rented,Bachelor,4,669,81,0,3,250,Google Ads,Android,79
C02957,Fariq Dugal,41,Male,Mumbai,Married,Salaried,Accountant,32542,17579,2141,551202,Rented,Bachelor,2,746,43,10,3,133,Google Ads,Android,75
C02958,Ojasvi Karnik,31,Female,Surat,Married,Salaried,Doctor,110503,59412,34774,2550347,Rented,Master,1,734,75,1,2,293,Instagram,iPhone,85
C02959,Balveer Raja,37,Female,Ballia,Married,Salaried,Doctor,68759,27835,22337,242191,Owned,Diploma,3,710,97,4,0,41,Referral,iPhone,12
C02960,Yashodhara Naidu,24,Female,Chennai,Single,Salaried,Software Engineer,86553,45932,18645,458106,Rented,High School,0,720,32,1,1,237,Instagram,iPhone,87
C02961,Nachiket Mitter,23,Male,Pune,Single,Student,Student,10798,6963,2770,28763,Owned,Bachelor,1,585,10,0,0,30,YouTube,iPhone,9
C02962,Ikbal Kulkarni,27,Female,Jamshedpur,Single,Salaried,Teacher,79871,62624,2447,900971,Owned,PhD,0,704,74,3,6,96,Google Ads,Android,30
C02963,Mason Rajagopalan,48,Male,Jamshedpur,Married,Self-employed,Contractor,83333,48822,9953,1299309,Family Owned,PhD,3,684,53,3,0,148,Facebook,Web,39
C02964,Bhavini Kapoor,38,Female,Indore,Divorced,Salaried,Sales Executive,52552,37441,3132,379539,Family Owned,Diploma,0,664,19,6,1,102,Google Ads,Web,67
C02965,Tanmayi Tak,56,Female,Nagpur,Single,Salaried,Accountant,36787,22944,11765,355302,Owned,Bachelor,1,692,40,25,1,189,Referral,Web,55
C02966,Nitara Garg,31,Male,Bangalore,Married,Salaried,Doctor,86492,67012,12604,481486,Owned,Master,4,672,46,3,1,101,Instagram,iPhone,55
C02967,Nicholas Korpal,29,Female,Darbhanga,Married,Self-employed,Contractor,167505,112053,43850,5315241,Rented,PhD,4,688,90,6,7,176,Google Ads,iPhone,73
C02968,Zayyan Gill,23,Male,Jamshedpur,Single,Student,Student,5736,3588,621,16744,Rented,Diploma,1,613,15,0,1,85,YouTube,iPhone,42
C02969,Balveer Loyal,18,Female,Mumbai,Single,Student,Student,8929,8791,18,44631,Owned,High School,1,602,1,0,0,38,Referral,Android,18
C02970,Odika Walia,50,Other,Ranchi,Divorced,Salaried,Teacher,88222,44421,12684,1326212,Family Owned,Diploma,0,709,14,14,1,212,Facebook,iPhone,76
C02971,Amol Dar,34,Male,Hyderabad,Married,Salaried,Bank Officer,67388,40665,24875,470591,Rented,Master,4,698,66,5,0,62,YouTube,iPhone,30
C02972,Darika Ray,37,Male,Meerut,Married,Self-employed,Contractor,130154,102534,14438,2584306,Rented,Bachelor,2,686,45,15,0,193,Google Ads,Web,69
C02973,Christopher Vaidya,37,Male,Pune,Single,Self-employed,Business Owner,164311,109967,36905,2987392,Rented,PhD,1,659,41,5,3,76,YouTube,Web,27
C02974,Warda Sinha,29,Female,Chennai,Married,Salaried,Accountant,40966,17768,7752,423175,Family Owned,Master,3,700,63,4,1,88,Google Ads,iPhone,56
C02975,Baghyawati Gill,47,Male,Bhopal,Married,Self-employed,Consultant,48528,22840,4223,671512,Family Owned,Master,4,720,118,2,3,91,Facebook,iPhone,44
C02976,Ganga Goda,42,Female,Ballia,Married,Self-employed,Freelancer,140229,93246,4083,1033520,Owned,Diploma,2,656,63,10,3,87,Facebook,Android,34
C02977,Yashvi Goyal,48,Male,Chennai,Single,Self-employed,Contractor,167217,124856,47235,4657480,Owned,Bachelor,1,701,80,24,0,171,Referral,iPhone,53
C02978,Oni Tank,58,Male,Chennai,Married,Salaried,Software Engineer,49948,39495,12417,361194,Owned,Master,3,672,19,31,0,7,Referral,iPhone,3
C02979,Brijesh Bhagat,40,Female,Pune,Married,Salaried,Sales Executive,105772,78502,32286,3490752,Family Owned,Bachelor,4,729,19,4,0,196,Instagram,iPhone,61
C02980,Logan Tata,62,Female,Chennai,Married,Self-employed,Business Owner,179821,118124,13422,1489768,Owned,Diploma,2,661,10,3,0,62,Facebook,Web,30
C02981,Vedant Khalsa,28,Male,Ballia,Single,Salaried,Doctor,51225,31111,20035,164849,Owned,Master,1,681,77,3,0,213,Facebook,Android,70
C02982,Hamsini Mahal,48,Male,Ballia,Married,Self-employed,Freelancer,165837,88057,14962,4529455,Rented,PhD,2,685,9,1,0,206,Facebook,Web,91
C02983,Nirja Sen,49,Male,Darbhanga,Single,Self-employed,Freelancer,151116,84718,50562,3786612,Rented,Bachelor,0,725,112,24,3,53,Facebook,Android,22
C02984,Pooja Rana,59,Female,Kolkata,Married,Salaried,Government Employee,116988,66485,31232,1527542,Rented,PhD,4,709,37,33,0,288,YouTube,iPhone,93
C02985,Anthony Singhal,48,Female,Hyderabad,Married,Self-employed,Freelancer,49303,34662,705,816464,Owned,PhD,4,716,51,24,2,249,Facebook,Web,73
C02986,Upadhriti Ghosh,55,Female,Chennai,Single,Salaried,Government Employee,133108,76706,52771,2808290,Rented,Master,1,783,111,26,6,323,YouTube,Web,82
C02987,Yashica Bera,30,Female,Meerut,Single,Unemployed,Unemployed,10665,8686,0,30661,Rented,Master,0,469,20,0,1,171,Instagram,Web,58
C02988,Girindra Mane,38,Male,Ranchi,Married,Self-employed,Contractor,216290,122602,49075,2423435,Rented,Diploma,2,699,71,8,0,137,YouTube,Android,58
C02989,Damini Narasimhan,45,Female,Delhi,Married,Salaried,Bank Officer,148424,103393,28741,5236351,Rented,Bachelor,2,702,23,16,1,183,Google Ads,iPhone,67
C02990,Zayyan Viswanathan,50,Female,Srinagar,Married,Salaried,Sales Executive,109149,64867,36235,2980168,Rented,Master,4,753,55,14,2,342,Google Ads,iPhone,90
C02991,Barkha Kurian,47,Male,Ranchi,Married,Self-employed,Business Owner,188640,84833,49576,1523441,Owned,PhD,2,703,53,18,2,1,Google Ads,Web,1
C02992,Simon Rajagopalan,20,Female,Mumbai,Single,Student,Student,8298,8275,461,38748,Owned,High School,0,593,19,0,0,291,Google Ads,Android,86
C02993,Deepa Ahuja,44,Male,Nagpur,Married,Salaried,Doctor,52641,23015,11161,688051,Rented,Master,4,732,100,12,2,231,Google Ads,Web,92
C02994,Utkarsh Vaidya,57,Female,Indore,Married,Salaried,Teacher,43635,22633,6480,225413,Rented,High School,4,746,55,16,1,31,Instagram,Web,18
C02995,Fiyaz Loke,48,Female,Kolkata,Married,Self-employed,Shop Owner,163292,108586,37602,1619334,Owned,PhD,1,647,70,12,1,55,YouTube,iPhone,27
C02996,Wazir Dhar,24,Male,Chapra,Single,Student,Student,14327,7865,15,62212,Owned,High School,0,632,10,0,0,50,Google Ads,Android,28
C02997,Daniel Palla,45,Female,Kolkata,Married,Unemployed,Unemployed,7995,7020,0,17902,Rented,Diploma,2,472,69,0,4,128,Google Ads,iPhone,37
C02998,Yashodhara Jhaveri,52,Female,Darbhanga,Married,Self-employed,Contractor,103735,73621,6493,2896728,Rented,PhD,3,692,59,22,3,279,Referral,Web,72
C02999,Wahab Dara,36,Female,Chapra,Single,Salaried,Government Employee,115386,56147,1861,1104379,Rented,PhD,1,697,100,4,0,49,Referral,Android,32
C03000,Kamala Buch,24,Female,Bhopal,Single,Student,Student,21476,11936,1347,43836,Rented,Bachelor,1,634,54,0,2,212,YouTube,Web,59
C03001,Devansh Rana,55,Female,Pune,Divorced,Salaried,Sales Executive,69977,53399,14442,861071,Rented,PhD,1,746,67,0,5,134,YouTube,Android,58
C03002,Nitesh Pandit,30,Female,Jamshedpur,Single,Salaried,Sales Executive,32926,17901,7681,202225,Rented,High School,0,705,81,7,2,369,YouTube,Web,98
C03003,Samesh Chanda,63,Female,Bhopal,Single,Self-employed,Shop Owner,109115,45666,27140,1915668,Rented,Diploma,0,697,47,25,1,63,Instagram,iPhone,33
C03004,Odika Khurana,31,Female,Ballia,Married,Salaried,Government Employee,137715,78428,45985,4406360,Rented,Diploma,4,728,102,0,4,169,Referral,Web,64
C03005,Leena Badami,19,Male,Ranchi,Single,Student,Student,18047,15797,2329,29845,Rented,High School,0,595,3,0,0,42,Referral,iPhone,15
C03006,Charan Mann,22,Female,Chapra,Single,Unemployed,Unemployed,5747,4677,0,10941,Owned,Diploma,1,463,10,0,0,160,Instagram,iPhone,86
C03007,Meera Kapur,37,Male,Hyderabad,Married,Salaried,Software Engineer,44053,25479,4953,218186,Rented,PhD,3,741,34,14,0,76,Google Ads,Web,25
C03008,Yatin Aggarwal,23,Male,Delhi,Single,Salaried,Teacher,25504,11005,2660,98027,Family Owned,Master,1,714,19,1,0,147,Referral,iPhone,76
C03009,Pahal Gour,30,Male,Mumbai,Married,Salaried,Software Engineer,65262,26706,13229,196612,Rented,Diploma,1,687,27,4,1,60,Referral,Web,36
C03010,Oeshi Nazareth,27,Female,Pune,Married,Salaried,Government Employee,41155,22279,10201,174868,Owned,Master,4,735,9,0,0,189,YouTube,Web,80
C03011,Yug Gara,42,Male,Darbhanga,Married,Salaried,Accountant,132648,88594,26487,2680958,Owned,Master,3,754,79,18,6,241,Referral,Web,73
C03012,Zehaan Trivedi,24,Female,Kolkata,Single,Salaried,Accountant,120475,51081,20921,1043002,Owned,Diploma,0,744,68,1,2,59,Facebook,Web,15
C03013,Advika Mishra,36,Male,Nagpur,Single,Salaried,Software Engineer,118459,50149,33902,1579046,Family Owned,PhD,0,732,57,10,1,397,YouTube,Android,100
C03014,Urvashi Zachariah,28,Female,Ranchi,Single,Salaried,Government Employee,59872,28023,5800,726806,Owned,High School,0,770,77,3,3,2,Facebook,Android,1
C03015,Hemal Luthra,58,Female,Ballia,Married,Self-employed,Shop Owner,238055,141037,80497,6213855,Rented,High School,2,723,22,31,0,154,Referral,Android,63
C03016,Kalpit Handa,28,Male,Ahmedabad,Married,Unemployed,Unemployed,6000,5316,0,9800,Rented,Diploma,4,482,18,0,1,57,Instagram,iPhone,29
C03017,Aishani Gole,34,Male,Meerut,Single,Salaried,Accountant,31310,13442,4152,333333,Rented,Master,1,720,59,12,2,59,Facebook,Web,37
C03018,Lakshmi Sem,27,Female,Kolkata,Single,Salaried,Government Employee,30269,24019,11169,376987,Rented,Master,1,726,87,3,3,94,Google Ads,Android,27
C03019,Neelima Bail,23,Female,Meerut,Single,Salaried,Accountant,115965,58828,38477,2114586,Rented,Master,0,718,12,1,0,54,YouTube,iPhone,25
C03020,Udarsh Mann,57,Female,Indore,Married,Salaried,Government Employee,118124,66621,43098,2007725,Rented,High School,1,744,61,4,1,236,Facebook,iPhone,78
C03021,Faris Rajagopalan,48,Male,Jamshedpur,Divorced,Self-employed,Consultant,117540,77536,11192,3169180,Rented,High School,1,687,2,2,0,218,YouTube,iPhone,56
C03022,Upadhriti Goswami,38,Male,Srinagar,Married,Self-employed,Contractor,59209,43111,21812,353848,Owned,PhD,1,709,101,16,2,3,Facebook,iPhone,1
C03023,Anika Krish,44,Female,Surat,Married,Unemployed,Unemployed,6747,5427,0,7128,Rented,Diploma,1,452,106,0,5,263,Google Ads,Web,85
C03024,Siddharth Sem,60,Female,Delhi,Married,Salaried,Bank Officer,75339,58328,28024,375581,Rented,High School,3,743,75,35,6,146,YouTube,Web,72
C03025,Mitali Dar,41,Female,Chennai,Married,Salaried,Sales Executive,106160,76302,25916,956979,Rented,Diploma,2,728,85,19,7,19,Instagram,iPhone,9
C03026,Robert Pandya,23,Female,Kolkata,Single,Student,Student,16838,9144,2253,49130,Rented,High School,1,596,4,0,0,200,Google Ads,Web,52
C03027,Ranveer Sachdeva,58,Male,Chennai,Married,Salaried,Software Engineer,118740,88988,26684,2160391,Family Owned,PhD,3,696,68,35,2,108,Referral,Web,56
C03028,Ekapad Oommen,26,Female,Srinagar,Married,Salaried,Sales Executive,90382,52164,21500,684190,Rented,Bachelor,4,692,13,3,1,162,Google Ads,iPhone,99
C03029,Guneet Anand,46,Male,Jamshedpur,Divorced,Salaried,Government Employee,90788,67956,35422,1474838,Rented,PhD,0,720,97,12,6,154,Google Ads,Web,78
C03030,Vyanjana Konda,55,Male,Chennai,Married,Self-employed,Consultant,151588,83854,2733,4613786,Family Owned,Master,3,698,94,21,0,265,YouTube,Android,97
C03031,Varenya Bawa,22,Female,Hyderabad,Single,Salaried,Teacher,98167,50355,30450,1588368,Rented,Bachelor,1,744,5,0,0,296,YouTube,Web,91
C03032,Warhi Lad,58,Female,Ranchi,Married,Self-employed,Shop Owner,107816,81581,14503,2911968,Owned,High School,4,693,102,17,5,186,Google Ads,Web,54
C03033,Yahvi Chadha,24,Female,Mumbai,Single,Student,Student,25865,18692,10106,125162,Rented,Bachelor,0,597,12,0,0,77,Google Ads,Web,20
C03034,Manan Raman,55,Female,Meerut,Divorced,Self-employed,Freelancer,88423,65910,18085,492546,Owned,PhD,0,676,27,22,1,138,Instagram,Android,83
C03035,Lavanya Viswanathan,25,Male,Mumbai,Single,Student,Student,22652,11699,8378,61106,Rented,High School,1,653,84,0,1,83,Instagram,Android,55
C03036,Deepa Raja,59,Female,Surat,Single,Salaried,Accountant,127684,75225,19726,4054833,Owned,Diploma,0,741,11,12,0,298,Referral,iPhone,92
C03037,Tanish Sani,29,Female,Delhi,Married,Self-employed,Contractor,155488,123838,23774,1350065,Family Owned,High School,4,651,40,2,2,76,Referral,Android,29
C03038,Tarak Pillay,22,Male,Patna,Single,Student,Student,27059,25110,6492,44581,Owned,Bachelor,1,598,45,0,3,375,Referral,Web,99
C03039,Jackson Wadhwa,56,Female,Ranchi,Married,Salaried,Government Employee,143732,93285,19496,3073047,Rented,PhD,1,723,96,23,5,121,Google Ads,Android,64
C03040,Dhruv Narain,35,Male,Delhi,Divorced,Salaried,Software Engineer,137631,74122,13729,4939457,Family Owned,Diploma,2,742,10,11,0,86,Facebook,Android,22
C03041,Pavani Rajan,37,Female,Pune,Married,Self-employed,Contractor,197923,87076,68186,4268827,Family Owned,High School,1,682,53,6,1,207,Instagram,Web,54
C03042,Amrita Parsa,25,Female,Mumbai,Married,Self-employed,Shop Owner,138024,83958,20561,1134468,Family Owned,High School,3,637,27,2,0,206,Instagram,iPhone,56
C03043,Lakshmi Pandya,25,Male,Indore,Married,Salaried,Bank Officer,40840,25541,7112,449728,Rented,Master,4,708,30,1,1,322,YouTube,Web,82
C03044,Arya Parmer,60,Male,Meerut,Divorced,Salaried,Teacher,140426,99728,4062,3421010,Rented,Bachelor,0,757,112,37,9,184,Referral,Web,53
C03045,Jacob Sharaf,19,Female,Bhopal,Single,Student,Student,15002,14882,5179,40303,Rented,Bachelor,0,544,3,0,0,146,Facebook,iPhone,43
C03046,Alka Banerjee,34,Female,Kolkata,Single,Self-employed,Consultant,46643,34086,12479,279345,Rented,Master,0,642,26,9,1,160,Google Ads,iPhone,60
C03047,Charvi Sinha,53,Male,Delhi,Single,Self-employed,Contractor,108980,62894,41418,3912395,Rented,High School,0,690,70,15,0,188,YouTube,Web,93
C03048,Sara Garg,45,Female,Bhubaneswar,Married,Self-employed,Shop Owner,198577,129279,58346,3659075,Rented,Master,3,681,20,16,0,104,Referral,Web,41
C03049,Yashoda Nigam,19,Female,Nagpur,Single,Student,Student,19728,13192,6501,34271,Owned,Diploma,1,583,11,0,0,14,YouTube,Android,6
C03050,Girik Swamy,30,Female,Meerut,Single,Salaried,Government Employee,144525,95312,16090,973531,Owned,Master,0,702,8,8,0,82,YouTube,iPhone,30
C03051,Ranveer Varkey,53,Male,Chapra,Married,Self-employed,Business Owner,201354,142784,25062,3076097,Rented,Master,1,678,27,12,0,223,Instagram,iPhone,61
C03052,Suhani Narula,42,Male,Mumbai,Single,Salaried,Doctor,133713,71683,39932,4053171,Rented,Bachelor,0,723,3,9,0,176,Instagram,Web,67
C03053,Nihal Kapadia,38,Female,Bhubaneswar,Married,Self-employed,Shop Owner,115805,69214,31422,3293307,Rented,Master,3,733,52,16,2,327,Google Ads,Android,85
C03054,Sai Sastry,40,Female,Ahmedabad,Married,Salaried,Doctor,117273,74043,10689,2909926,Owned,PhD,3,742,25,0,2,146,Facebook,Android,40
C03055,Manthan Sant,39,Male,Chennai,Married,Salaried,Doctor,44867,35591,9545,452844,Rented,PhD,2,679,93,4,3,20,YouTube,Web,13
C03056,Ranveer Sachar,19,Male,Surat,Single,Student,Student,5808,3120,479,33062,Owned,High School,1,648,6,0,0,179,Google Ads,Android,95
C03057,Shravya Rao,51,Female,Darbhanga,Married,Salaried,Teacher,134005,68849,21008,1222186,Rented,Master,4,691,101,2,1,33,Instagram,Web,22
C03058,Liam Bora,36,Male,Hyderabad,Married,Salaried,Doctor,52384,36927,6907,938557,Owned,Diploma,2,700,40,4,0,61,Instagram,iPhone,16
C03059,Girish Menon,26,Female,Indore,Single,Salaried,Accountant,48946,28546,8813,611578,Family Owned,PhD,1,728,68,3,3,226,Facebook,iPhone,57
C03060,Sathvik Banik,60,Female,Ballia,Divorced,Salaried,Accountant,55877,23607,21554,828778,Rented,Bachelor,2,711,12,4,1,195,Facebook,Web,54
C03061,Faras Das,42,Male,Pune,Married,Salaried,Bank Officer,138968,104703,47673,1567848,Rented,Diploma,2,747,82,12,6,298,Referral,iPhone,76
C03062,Aachal Choudhary,31,Male,Delhi,Married,Salaried,Software Engineer,129724,62049,46042,1554986,Owned,PhD,1,769,115,9,9,173,YouTube,Web,45
C03063,Lakshit Ray,57,Female,Surat,Married,Salaried,Software Engineer,126743,83177,35308,1215020,Rented,PhD,3,690,68,29,5,111,Referral,iPhone,73
C03064,Advika Varghese,32,Male,Ranchi,Single,Salaried,Doctor,91585,72714,15210,1057790,Owned,High School,0,697,110,3,7,35,Facebook,Android,23
C03065,Praneel Ganesan,20,Female,Surat,Single,Student,Student,6977,5446,589,27921,Rented,Diploma,1,602,2,0,0,121,Facebook,Android,42
C03066,Lohit Konda,24,Male,Bangalore,Married,Salaried,Accountant,91060,70751,26906,1536095,Owned,High School,4,694,68,2,3,336,YouTube,Web,100
C03067,Ubika Bahl,60,Female,Mumbai,Married,Salaried,Government Employee,140216,92927,46684,4628040,Rented,Bachelor,1,718,62,38,5,159,Referral,Android,46
C03068,Ranbir Keer,53,Female,Bhopal,Single,Self-employed,Consultant,155222,101516,49573,4574360,Family Owned,Diploma,0,667,114,15,1,68,Facebook,iPhone,29
C03069,Anamika Oak,23,Female,Darbhanga,Single,Salaried,Bank Officer,71273,47896,6603,890188,Rented,Diploma,1,675,6,1,0,65,Referral,Web,28
C03070,Falguni Saraf,27,Female,Delhi,Single,Salaried,Teacher,126715,83771,27033,1508557,Family Owned,Bachelor,0,693,25,0,2,150,Facebook,Web,65
C03071,Zaid Oommen,19,Female,Srinagar,Single,Student,Student,28157,16475,1567,161892,Rented,Bachelor,1,619,7,0,0,41,YouTube,iPhone,24
C03072,Onkar Banerjee,60,Female,Chapra,Divorced,Salaried,Bank Officer,50850,31492,12292,441104,Rented,Bachelor,0,686,54,31,1,20,Google Ads,iPhone,9
C03073,Oeshi Prashad,47,Male,Patna,Single,Salaried,Doctor,59006,27082,14298,649934,Owned,PhD,1,744,17,13,1,81,Referral,iPhone,43
C03074,Vyanjana Talwar,37,Female,Indore,Single,Salaried,Accountant,101621,56023,10073,2337653,Rented,Bachelor,1,751,28,12,2,53,Referral,iPhone,21
C03075,Neelima Kuruvilla,35,Female,Srinagar,Married,Salaried,Sales Executive,124884,94112,9989,2665499,Rented,High School,3,711,37,6,3,141,Google Ads,iPhone,75
C03076,Andrew Ghose,29,Male,Jamshedpur,Single,Salaried,Software Engineer,93469,42395,28434,379046,Rented,Master,1,721,66,2,5,52,Referral,Android,27
C03077,Riya Chaudhry,24,Female,Ranchi,Single,Student,Student,25256,24774,2969,131787,Family Owned,Diploma,0,570,56,0,1,225,Referral,iPhone,69
C03078,Logan Sane,18,Female,Chennai,Single,Student,Student,18102,9787,6784,73643,Family Owned,Diploma,0,643,1,0,0,144,Facebook,iPhone,60
C03079,Vasana Mody,46,Male,Hyderabad,Married,Self-employed,Consultant,116047,81542,12362,2989360,Rented,High School,2,662,69,16,1,48,Facebook,Android,23
C03080,Vedhika Bakshi,52,Male,Chapra,Divorced,Salaried,Sales Executive,146493,74527,783,3047531,Rented,Master,1,786,95,29,5,239,Google Ads,Web,90
C03081,Samar Mangal,43,Male,Pune,Married,Self-employed,Business Owner,93336,69418,22876,881697,Family Owned,Master,2,632,10,10,0,128,Referral,Web,47
C03082,Bhavani Munshi,37,Female,Ahmedabad,Married,Self-employed,Contractor,162868,85856,64275,2553311,Rented,Master,2,720,36,15,1,95,Facebook,Android,57
C03083,Teerth Gola,34,Female,Bhopal,Married,Salaried,Teacher,42067,32967,7249,237350,Rented,Diploma,4,695,86,12,2,247,Instagram,iPhone,75
C03084,Parth Vora,18,Male,Darbhanga,Single,Student,Student,27704,17542,7923,92926,Rented,High School,0,599,1,0,0,214,YouTube,Web,71
C03085,Tanveer Rajagopal,32,Female,Ranchi,Married,Salaried,Sales Executive,86230,44123,6104,1455596,Family Owned,PhD,2,745,48,10,0,224,Instagram,iPhone,71
C03086,Megha Borde,41,Female,Patna,Single,Salaried,Accountant,145194,89885,29292,4841915,Rented,Bachelor,0,698,12,1,1,93,Instagram,Web,25
C03087,Chasmum Sarin,25,Male,Ranchi,Single,Student,Student,27493,14003,4561,101310,Rented,Bachelor,0,616,47,0,2,44,Instagram,iPhone,23
C03088,Nitara Sane,42,Female,Ballia,Married,Salaried,Government Employee,130502,73628,2363,3192496,Rented,PhD,1,740,23,9,0,151,Instagram,Web,71
C03089,Naksh Mukherjee,24,Female,Delhi,Single,Salaried,Bank Officer,33446,26564,8635,385050,Rented,PhD,0,710,42,2,2,159,Facebook,Web,63
C03090,Jairaj Dhawan,38,Female,Pune,Single,Salaried,Doctor,57627,32834,764,464277,Owned,Diploma,0,706,38,11,2,94,Facebook,iPhone,52
C03091,Pahal Ben,26,Female,Delhi,Married,Salaried,Accountant,119709,86877,29830,756710,Rented,Bachelor,4,674,17,3,1,142,YouTube,Web,83
C03092,Wazir Shroff,36,Male,Ballia,Married,Salaried,Teacher,123604,68686,18144,3337959,Rented,PhD,1,718,78,8,3,242,Google Ads,Android,75
C03093,Abeer Devan,37,Male,Indore,Married,Salaried,Bank Officer,146001,95968,17441,5036745,Rented,Diploma,1,734,112,14,0,101,Referral,iPhone,26
C03094,Waida Karnik,54,Female,Surat,Married,Self-employed,Contractor,68804,49398,6955,288407,Rented,PhD,4,688,77,31,4,348,Google Ads,Web,94
C03095,Hredhaan Ramesh,53,Female,Ranchi,Married,Salaried,Accountant,86541,41534,23319,733917,Owned,Bachelor,4,707,75,10,3,106,Google Ads,Android,64
C03096,Bhanumati Bansal,45,Female,Jamshedpur,Married,Salaried,Doctor,61451,35375,4271,424171,Family Owned,Master,4,716,60,13,4,43,Facebook,Web,15
C03097,Udant Ramachandran,40,Male,Ballia,Divorced,Salaried,Software Engineer,147014,91055,22872,3844861,Rented,High School,0,695,58,12,3,202,YouTube,Web,74
C03098,Watika Menon,50,Male,Jamshedpur,Married,Self-employed,Consultant,217101,127279,42405,2179673,Rented,Master,3,658,90,8,2,121,Facebook,Android,65
C03099,Jeevika Koshy,52,Male,Ballia,Married,Salaried,Doctor,137212,90959,22325,3390139,Rented,Master,1,739,106,1,7,153,Google Ads,Android,95
C03100,Rachit Keer,28,Male,Bhubaneswar,Single,Salaried,Accountant,101761,72187,23454,1131501,Rented,PhD,0,691,95,5,0,108,Instagram,Android,51
C03101,Sara Ramaswamy,51,Female,Meerut,Single,Salaried,Software Engineer,43606,23796,8315,318946,Family Owned,Bachelor,0,729,75,20,4,58,Google Ads,iPhone,33
C03102,Ekanta Sibal,41,Female,Bangalore,Married,Salaried,Government Employee,75573,43813,15934,754851,Rented,High School,3,717,38,1,3,133,Google Ads,Web,66
C03103,Anay Nadig,36,Female,Pune,Married,Self-employed,Contractor,191084,140988,16907,3185439,Rented,Bachelor,2,687,45,1,2,180,Facebook,Android,83
C03104,Xiti Anand,44,Female,Chennai,Single,Salaried,Bank Officer,143870,74708,14233,2322955,Owned,PhD,1,759,94,0,6,85,YouTube,Android,44
C03105,Orinder Bhalla,58,Male,Patna,Single,Salaried,Doctor,124605,56628,31980,1169287,Rented,Bachelor,1,706,39,7,1,257,Google Ads,Android,84
C03106,Dayita Borah,58,Female,Delhi,Married,Unemployed,Unemployed,5450,4178,0,10291,Owned,Bachelor,1,498,95,0,6,101,Google Ads,Web,39
C03107,Aayush Chaudhari,22,Female,Ballia,Single,Student,Student,9916,7308,2791,24370,Rented,Diploma,0,595,45,0,2,98,Referral,Android,65
C03108,Aahana Sandhu,49,Female,Bhopal,Married,Salaried,Bank Officer,43234,24824,13084,532142,Rented,Diploma,3,764,51,19,4,212,Google Ads,iPhone,69
C03109,Aarav Dass,58,Female,Jamshedpur,Divorced,Salaried,Doctor,49982,28365,733,484513,Owned,High School,0,736,20,5,1,108,Facebook,Web,32
C03110,Nikita Tata,44,Female,Pune,Married,Salaried,Bank Officer,84361,36913,1832,1362072,Rented,Master,1,718,94,10,5,2,Google Ads,iPhone,1
C03111,Yauvani Badal,33,Female,Darbhanga,Single,Salaried,Government Employee,132556,103052,39760,3374966,Family Owned,Bachelor,0,745,104,1,5,173,Google Ads,Android,57
C03112,Vasudha Sunder,43,Female,Chennai,Married,Salaried,Software Engineer,146923,106075,49751,2157791,Rented,Master,3,759,104,11,6,87,Instagram,Web,41
C03113,Darsh Wali,29,Female,Bangalore,Single,Salaried,Accountant,92380,52359,25986,429380,Owned,PhD,1,735,86,0,1,21,Instagram,iPhone,14
C03114,Saanvi Kaur,49,Female,Kolkata,Married,Salaried,Software Engineer,54076,40138,1354,522760,Rented,Diploma,4,683,7,8,0,187,Referral,Web,82
C03115,Neelima Dara,52,Female,Nagpur,Married,Self-employed,Freelancer,216174,130093,38415,7004994,Rented,High School,2,657,39,20,2,239,YouTube,Android,70
C03116,Unni Chhabra,62,Male,Ranchi,Married,Self-employed,Contractor,93045,72406,35058,779066,Family Owned,PhD,4,683,71,40,4,132,Google Ads,Web,74
C03117,Balvan Patel,53,Female,Bhopal,Married,Salaried,Bank Officer,77725,51493,7780,922055,Owned,Diploma,3,706,55,26,0,66,YouTube,Web,30
