loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,avg_days_late,max_days_late,delinquency_count,partial_payment_count,missed_payment_count,avg_net_cash_flow,avg_balance_volatility,avg_cash_flow_consistency,spending_shock_count,overdraft_count
LN959026,C02710,Business,550290,427933,36,14.22,14671.5,0.27,2025-04-30,42,58,0.272,Medium,1,0,0.66,Closed,0,Om Toor,23,Male,Jamshedpur,Single,Student,Student,17159,14082,3470,22668,Rented,Diploma,0,599,1,0,0,266,YouTube,iPhone,84,14.578947368421053,82,4,2,3.0,15525.916666666666,0.32166666666666666,95.41666666666667,0,0
LN721777,C02711,Personal,1282314,1196733,12,21.23,111564.47,1.15,2026-03-20,50,50,0.32,High,0,Insufficient Repayment Capacity,1.03,Rejected,0,Maanas Khosla,59,Male,Srinagar,Married,Salaried,Bank Officer,112495,71572,14602,1953377,Owned,High School,1,700,72,6,1,179,Instagram,iPhone,67,17.833333333333332,81,3,7,2.0,28954.166666666668,0.36166666666666664,83.08333333333333,2,2
LN762048,C02712,Medical,1441372,1135566,36,17.86,40973.72,0.78,2026-02-17,60,40,0.38,High,0,Insufficient Repayment Capacity,1.81,Rejected,0,Jairaj Sodhi,19,Male,Jamshedpur,Single,Student,Student,28041,22792,2939,161905,Owned,Bachelor,1,581,5,0,0,74,Facebook,Web,21,8.227272727272727,61,2,1,2.0,26481.25,0.37666666666666665,96.66666666666667,1,1
LN895986,C02713,Personal,957848,726836,24,16.85,35884.05,0.15,2024-10-16,18,82,0.128,Low,1,0,0.25,Defaulted,1,Ishanvi Korpal,50,Male,Hyderabad,Married,Salaried,Software Engineer,108758,55680,35990,1702709,Rented,PhD,1,716,23,21,1,210,Google Ads,iPhone,89,13.0,54,5,6,4.0,120173.83333333333,0.3283333333333333,81.83333333333333,0,0
LN828346,C02714,Business,2772819,1991343,48,10.7,51177.67,0.4,2025-07-16,45,55,0.29,Medium,1,0,1.3,Active,0,Utkarsh Wable,46,Male,Hyderabad,Married,Salaried,Doctor,132722,66756,21099,2121878,Rented,PhD,2,787,93,14,6,76,Instagram,Android,40,6.818181818181818,53,2,1,2.0,63318.0,0.35333333333333333,97.16666666666667,0,0
LN603033,C02715,Vehicle,200000,177274,60,13.65,4092.76,0.83,2025-09-18,100,0,0.62,High,0,High Risk,2.98,Rejected,0,Kashish Bhandari,33,Male,Srinagar,Married,Salaried,Software Engineer,108877,84915,11559,1623661,Rented,Bachelor,3,747,107,9,7,310,YouTube,iPhone,81,10.133333333333333,88,2,2,1.0,-1079.6666666666667,0.6983333333333333,28.75,0,9
LN365429,C02716,Home Renovation,261993,199653,48,10.14,5077.15,0.05,2024-11-13,31,69,0.206,Medium,1,0,0.18,Defaulted,1,Nicholas Barad,27,Female,Surat,Single,Salaried,Teacher,98446,50371,16819,1627234,Owned,PhD,0,726,99,1,3,131,Google Ads,iPhone,79,17.0625,86,4,6,2.0,30887.333333333332,0.3383333333333333,78.0,0,0
LN312219,C02717,Education,130375,124985,60,9.08,2599.34,0.24,2026-02-13,43,57,0.278,Medium,1,0,0.96,Closed,0,Lohit Rama,53,Female,Chennai,Married,Salaried,Sales Executive,105004,46146,11818,1693825,Rented,Bachelor,3,732,18,7,1,90,YouTube,Web,23,5.0,20,2,2,0.0,1950.0833333333333,0.65,45.833333333333336,3,4
LN874232,C02718,Business,956970,759241,60,12.4,17042.77,0.16,2025-09-05,20,80,0.14,Low,1,0,0.58,Active,0,Maanav Dayal,52,Male,Indore,Married,Self-employed,Business Owner,195708,90450,21970,3154451,Rented,Master,4,703,95,17,2,138,Google Ads,Web,72,7.3125,66,1,1,1.0,50224.416666666664,0.385,76.08333333333333,0,0
LN442202,C02719,Medical,2160541,2037374,36,17.99,73645.73,1.17,2025-10-18,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.71,Rejected,0,Elijah Mohanty,43,Female,Nagpur,Single,Salaried,Doctor,133106,71522,49913,1363372,Rented,High School,1,740,105,16,6,309,Referral,Web,98,5.954545454545454,41,1,3,1.0,24293.916666666668,0.35250000000000004,83.5,0,0
LN103239,C02720,Vehicle,1663467,1312646,24,8.17,59469.25,0.51,2024-09-04,60,40,0.38,High,0,Insufficient Repayment Capacity,0.94,Rejected,0,Rudra Ravi,22,Female,Ballia,Single,Student,Student,18780,14333,6268,50593,Rented,Bachelor,1,627,10,0,0,113,Facebook,Web,62,10.590909090909092,64,5,4,2.0,17933.416666666668,0.3741666666666667,66.66666666666667,1,2
LN485996,C02721,Business,2621881,1952465,60,15.77,47241.88,0.44,2025-04-06,65,35,0.41,High,0,Insufficient Repayment Capacity,1.51,Rejected,0,Yashodhara Prabhakar,42,Male,Ranchi,Single,Salaried,Government Employee,38332,17488,11662,573072,Owned,Diploma,1,730,32,19,1,10,Google Ads,iPhone,5,11.208333333333334,70,5,4,3.0,26417.833333333332,0.3383333333333333,71.58333333333333,1,1
LN881375,C02722,Personal,524195,435130,24,20.82,22320.99,0.39,2026-03-07,53,47,0.338,High,0,Insufficient Repayment Capacity,0.63,Rejected,0,Zayan Natt,28,Male,Patna,Single,Salaried,Software Engineer,148691,60826,23097,4845050,Rented,PhD,0,719,18,2,0,89,YouTube,Web,33,19.208333333333332,71,9,3,7.0,18208.583333333332,0.325,93.41666666666667,1,1
LN911611,C02723,Medical,71681,63023,24,17.22,3122.67,0.22,2025-01-11,58,42,0.368,High,1,0,0.38,Active,0,Yashoda Bajwa,30,Female,Darbhanga,Married,Salaried,Sales Executive,35176,15686,4260,144342,Rented,Bachelor,2,679,19,1,1,84,Referral,iPhone,42,14.1875,62,3,4,3.0,680.8333333333334,0.6591666666666667,42.666666666666664,1,3
LN754004,C02724,Medical,694695,576044,12,19.82,53311.94,1.69,2025-12-10,35,65,0.23,Medium,0,Insufficient Repayment Capacity,1.52,Rejected,0,Adya Mittal,22,Male,Kolkata,Married,Student,Student,13808,8783,4719,69995,Rented,High School,4,573,12,0,1,79,Instagram,iPhone,46,9.75,71,1,3,1.0,17092.75,0.35333333333333333,92.83333333333333,0,0
LN690233,C02725,Home Renovation,266994,219380,48,9.29,5489.54,0.18,2025-10-11,38,62,0.248,Medium,1,0,0.59,Active,0,Aishani Vala,35,Male,Srinagar,Married,Self-employed,Business Owner,206235,103753,15959,6460968,Owned,Master,2,697,24,11,1,28,Referral,iPhone,10,6.416666666666667,54,1,1,1.0,7313.333333333333,0.3308333333333333,96.66666666666667,1,1
LN810027,C02726,Personal,1838977,1484516,24,20.6,75991.47,1.37,2025-02-21,73,27,0.458,High,0,Insufficient Repayment Capacity,2.23,Rejected,0,Daksh Gala,20,Female,Ahmedabad,Single,Student,Student,20595,18620,116,67018,Owned,Diploma,1,568,12,0,1,239,Facebook,iPhone,84,11.227272727272727,73,3,5,2.0,10709.5,0.33,72.75,3,3
LN212582,C02727,Personal,2724451,1909365,36,12.76,64113.55,0.44,2024-07-12,50,50,0.32,High,1,0,1.09,Closed,0,Samar Rajagopalan,55,Female,Bhopal,Married,Salaried,Doctor,108539,51025,36510,2323282,Family Owned,PhD,1,735,97,29,0,99,Google Ads,Android,39,21.76923076923077,88,4,2,3.0,71189.5,0.355,97.91666666666667,0,0
LN574333,C02728,Business,462266,408363,60,13.74,9446.94,0.26,2025-12-04,40,60,0.26,Medium,1,0,0.95,Closed,0,Sneha Sinha,35,Male,Bangalore,Married,Salaried,Sales Executive,58216,36499,19845,403822,Rented,Master,1,688,118,1,6,3,Instagram,iPhone,2,3.217391304347826,11,0,3,0.0,7657.166666666667,0.3416666666666666,76.83333333333333,0,0
LN498302,C02729,Personal,178704,137482,24,19.92,6991.88,0.03,2025-07-20,25,75,0.17,Medium,1,0,0.06,Defaulted,1,Vincent Dyal,57,Male,Darbhanga,Married,Salaried,Accountant,119085,92187,38932,740536,Owned,High School,3,733,35,22,1,79,Referral,Android,36,13.294117647058824,60,5,3,3.0,78960.33333333333,0.3641666666666667,63.166666666666664,3,0
LN766505,C02730,Business,3536761,3040389,60,12.97,69131.51,0.77,2024-10-12,51,49,0.326,High,0,Insufficient Repayment Capacity,2.83,Rejected,0,Luke Narayan,22,Male,Hyderabad,Single,Salaried,Software Engineer,73081,45742,7487,494511,Rented,High School,0,689,31,0,2,33,Referral,Web,16,10.6875,72,2,4,1.0,36723.75,0.15666666666666665,98.83333333333333,0,0
LN901835,C02731,Personal,2354573,2191987,12,17.43,200367.21,3.28,2025-06-17,53,47,0.338,High,0,Insufficient Repayment Capacity,2.99,Rejected,0,Triveni Mital,55,Male,Delhi,Single,Salaried,Software Engineer,26402,19805,8202,45892,Rented,High School,1,673,17,28,1,262,YouTube,iPhone,81,14.666666666666666,76,2,2,2.0,33914.083333333336,0.33916666666666667,97.58333333333333,0,0
LN418366,C02732,Personal,165449,130742,24,13.44,6242.77,0.42,2025-11-23,93,7,0.578,High,0,High Risk,0.74,Rejected,0,Pavani Kulkarni,40,Male,Chapra,Married,Salaried,Accountant,96697,64715,13091,950244,Owned,Master,2,698,11,4,0,153,Facebook,Android,63,10.789473684210526,71,4,2,2.0,2978.3333333333335,0.6025,74.25,0,2
LN475224,C02733,Home Renovation,765243,537483,60,11.22,11745.24,0.18,2026-05-27,60,40,0.38,High,1,0,0.69,Active,0,Rajeshri Gara,20,Male,Mumbai,Single,Student,Student,24392,18706,1433,28538,Owned,High School,0,628,10,0,0,168,Google Ads,Web,81,12.3,62,6,3,4.0,24625.75,0.3475,87.66666666666667,1,1
LN793743,C02734,Vehicle,696634,608198,24,8.69,27698.94,0.28,2026-01-12,30,70,0.2,Medium,1,0,0.52,Active,0,Naveen Sehgal,38,Male,Indore,Married,Salaried,Bank Officer,97894,64633,17787,1147288,Owned,High School,1,698,14,16,1,182,Instagram,iPhone,91,3.3157894736842106,19,1,2,0.0,23291.666666666668,0.345,91.25,3,2
LN398083,C02735,Personal,108612,90732,36,24.32,3574.94,0.16,2025-03-12,58,42,0.368,High,1,0,0.34,Closed,0,Janaki Barad,44,Female,Hyderabad,Married,Salaried,Sales Executive,28257,12849,9392,153766,Rented,Diploma,1,725,33,5,2,110,Facebook,Android,35,26.8,83,6,1,5.0,-680.0,0.6233333333333334,61.083333333333336,2,8
LN102389,C02736,Personal,98026,79502,36,19.08,2917.44,0.03,2025-07-22,20,80,0.14,Low,1,0,0.07,Defaulted,1,Dhruv Sarna,27,Female,Srinagar,Single,Salaried,Teacher,101490,79227,34980,745872,Rented,PhD,0,695,46,5,1,67,Instagram,Android,30,18.846153846153847,84,3,4,3.0,33645.166666666664,0.38999999999999996,84.91666666666667,0,0
LN510982,C02737,Home Renovation,1840003,1710534,60,10.84,37054.81,0.7,2025-01-26,53,47,0.338,High,0,Insufficient Repayment Capacity,2.7,Rejected,0,Chandani Balan,22,Female,Patna,Single,Student,Student,10183,8756,1229,41035,Rented,Diploma,0,595,32,0,1,11,Referral,Web,3,12.0,49,4,1,4.0,14472.666666666666,0.3358333333333334,95.83333333333333,1,1
LN782183,C02738,Business,868069,739374,36,12.47,24724.1,0.16,2025-07-17,0,100,0.02,Low,1,0,0.4,Active,0,Meghana Minhas,46,Female,Chapra,Single,Salaried,Sales Executive,113613,87408,30532,3616337,Owned,Diploma,0,730,45,5,2,82,Google Ads,Web,22,2.6363636363636362,5,0,0,0.0,68928.58333333333,0.1708333333333333,87.91666666666667,1,0
LN713068,C02739,Medical,139721,111122,36,19.86,4121.77,0.12,2025-07-22,30,70,0.2,Medium,1,0,0.27,Defaulted,1,David Balan,40,Male,Bangalore,Married,Self-employed,Contractor,52673,37291,20672,458942,Rented,Bachelor,4,674,86,2,3,156,Google Ads,iPhone,64,24.875,85,7,5,5.0,9256.916666666666,0.36916666666666664,84.16666666666667,0,0
LN582103,C02740,Business,1642288,1171333,48,15.64,32980.34,0.34,2024-10-18,15,85,0.11,Low,1,0,0.99,Active,0,Wahab Dalal,37,Male,Surat,Married,Unemployed,Unemployed,6491,5316,0,14521,Family Owned,Master,3,448,118,0,1,103,Instagram,Web,66,3.0,5,0,0,0.0,34895.5,0.3016666666666667,81.33333333333333,1,1
LN340985,C02741,Vehicle,836598,602171,36,11.28,19794.25,0.74,2024-08-21,53,47,0.338,High,0,Insufficient Repayment Capacity,1.88,Rejected,0,Patrick Bedi,49,Female,Indore,Single,Self-employed,Business Owner,67125,33381,17574,976162,Rented,Diploma,1,715,5,20,0,2,Referral,iPhone,1,11.545454545454545,73,4,5,3.0,13534.916666666666,0.3283333333333333,82.5,1,1
LN817591,C02742,Medical,3193847,2945248,36,18.97,107916.4,1.18,2025-10-23,51,49,0.326,High,0,Insufficient Repayment Capacity,2.68,Rejected,0,Teerth Shukla,21,Female,Ahmedabad,Single,Student,Student,24879,12636,8771,60939,Rented,High School,0,609,36,0,3,138,Facebook,iPhone,38,20.384615384615383,80,4,1,4.0,22319.416666666668,0.30583333333333335,88.08333333333333,1,1
LN631046,C02743,Business,2537731,1874702,60,15.6,45191.63,0.2,2025-10-25,25,75,0.17,Medium,1,0,0.68,Defaulted,1,Nilima Krishnan,33,Male,Bhubaneswar,Married,Salaried,Government Employee,26614,11479,4000,117240,Rented,Diploma,3,702,90,6,2,31,Referral,Web,20,13.45,64,5,9,3.0,58167.25,0.3525,52.75,1,1
LN862649,C02744,Personal,2002385,1706868,24,15.43,83109.45,1.13,2024-09-20,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.93,Rejected,0,Zaid Choudhry,33,Female,Bangalore,Married,Salaried,Sales Executive,59384,26782,20179,1027022,Family Owned,Master,1,746,85,7,4,44,YouTube,iPhone,28,3.142857142857143,14,0,1,0.0,31007.416666666668,0.34833333333333333,95.91666666666667,0,0
LN917776,C02745,Medical,258209,181634,24,19.29,9181.53,0.31,2025-06-21,16,84,0.116,Low,1,0,0.51,Active,0,Chaman Date,45,Male,Mumbai,Married,Salaried,Teacher,88065,70359,16067,527474,Family Owned,PhD,3,700,57,4,3,22,Referral,iPhone,9,3.625,16,1,1,0.0,9186.166666666666,0.3758333333333333,72.16666666666667,2,2
LN895192,C02746,Vehicle,625529,489099,24,9.77,22517.55,0.22,2025-07-07,47,53,0.302,Medium,1,0,0.4,Closed,0,Abha Varkey,38,Male,Indore,Single,Salaried,Bank Officer,86020,67234,32682,1037210,Family Owned,Bachelor,1,724,95,3,4,68,Instagram,iPhone,36,10.833333333333334,67,2,1,2.0,41940.75,0.3733333333333333,75.08333333333333,0,0
LN972769,C02747,Medical,567780,428830,24,12.02,20190.52,0.28,2026-05-23,0,100,0.02,Low,1,0,0.49,Active,0,Victor Bedi,47,Male,Ballia,Married,Unemployed,Unemployed,6667,5643,0,19740,Owned,Bachelor,1,490,82,0,5,70,Google Ads,iPhone,38,7.85,78,2,0,2.0,39628.083333333336,0.33499999999999996,78.75,0,0
LN275249,C02748,Business,3136984,2414192,60,12.69,54547.93,0.59,2026-03-14,58,42,0.368,High,0,Insufficient Repayment Capacity,2.19,Rejected,0,Qabil Parikh,30,Female,Surat,Married,Salaried,Government Employee,90423,60131,513,1565000,Rented,High School,3,717,2,6,0,193,Google Ads,iPhone,83,24.25,81,6,2,5.0,36278.583333333336,0.36833333333333335,83.08333333333333,0,0
LN229031,C02749,Personal,3039933,2700025,24,20.95,138676.24,1.84,2025-08-28,53,47,0.338,High,0,Insufficient Repayment Capacity,2.98,Rejected,0,Gunbir Char,22,Male,Srinagar,Single,Salaried,Accountant,60229,32507,13589,944129,Rented,High School,1,707,44,0,0,165,YouTube,iPhone,51,14.15,67,6,3,5.0,15057.5,0.30416666666666664,92.25,0,0
LN197355,C02750,Vehicle,262810,190074,60,9.16,3960.4,0.02,2025-08-08,20,80,0.14,Low,1,0,0.07,Active,0,Adweta Kakar,58,Male,Pune,Married,Unemployed,Unemployed,12977,11033,0,27522,Rented,Bachelor,3,440,16,0,0,157,Facebook,Web,84,5.277777777777778,52,1,0,1.0,120288.75,0.3983333333333334,72.0,0,0
LN774998,C02751,Home Renovation,288557,206058,48,9.67,5193.57,0.16,2025-02-07,21,79,0.146,Low,1,0,0.52,Closed,0,Mahika Bava,52,Female,Bhopal,Divorced,Self-employed,Business Owner,48195,24656,9044,751402,Family Owned,Diploma,2,694,58,22,2,47,Facebook,Android,31,2.0,5,0,0,0.0,13313.333333333334,0.3475,52.416666666666664,2,1
LN156518,C02752,Education,207584,176465,36,13.09,5953.46,0.22,2025-07-06,68,32,0.428,High,1,0,0.55,Active,0,Qabil Dora,24,Female,Nagpur,Single,Salaried,Teacher,109027,75187,31248,3349322,Rented,Bachelor,0,715,44,1,1,113,YouTube,Web,36,11.529411764705882,57,5,6,2.0,-3984.0833333333335,0.6333333333333333,41.083333333333336,1,8
LN840365,C02753,Business,4342648,3170410,36,12.56,106152.97,0.78,2024-10-30,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.93,Rejected,0,Yagnesh Sama,52,Male,Ballia,Single,Salaried,Accountant,122245,72788,26145,3442632,Owned,Bachelor,0,750,110,29,7,157,Facebook,iPhone,89,9.55,83,3,3,2.0,80589.58333333333,0.395,75.58333333333333,1,0
LN445333,C02754,Business,807824,668310,48,13.72,18168.83,0.6,2025-07-03,73,27,0.458,High,0,Insufficient Repayment Capacity,1.84,Rejected,0,Christopher Aggarwal,63,Female,Ahmedabad,Divorced,Self-employed,Consultant,123818,65146,23902,3287162,Rented,Bachelor,2,722,82,39,6,32,Facebook,Android,11,17.363636363636363,84,6,4,4.0,-1781.0,0.38166666666666665,94.41666666666667,2,2
LN992418,C02755,Medical,2149271,2027473,12,12.12,180252.36,1.79,2026-04-09,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.68,Rejected,0,Amruta Salvi,50,Male,Patna,Married,Salaried,Government Employee,46597,21050,5399,788762,Rented,Bachelor,1,718,1,14,0,301,YouTube,iPhone,86,3.8333333333333335,15,0,1,0.0,51883.333333333336,0.3416666666666666,96.75,0,0
LN697011,C02756,Personal,209355,152055,12,21.16,14170.09,0.15,2025-08-07,25,75,0.17,Medium,1,0,0.13,Closed,0,Chameli Magar,29,Male,Delhi,Divorced,Salaried,Accountant,61001,27807,7421,494898,Owned,PhD,0,694,29,2,0,136,Google Ads,Web,58,14.0,47,3,1,3.0,43111.916666666664,0.3541666666666667,97.75,0,0
LN295644,C02757,Medical,5100452,4750631,12,17.23,433798.83,3.27,2025-09-24,63,37,0.398,High,0,Insufficient Repayment Capacity,2.99,Rejected,0,Teerth Manda,48,Female,Ahmedabad,Single,Self-employed,Shop Owner,36308,15499,11692,382424,Family Owned,PhD,1,657,20,3,1,19,YouTube,Web,8,12.833333333333334,80,3,2,2.0,48137.083333333336,0.36083333333333334,74.58333333333333,1,1
LN376968,C02758,Personal,77550,63959,12,23.61,6035.87,0.31,2025-04-11,75,25,0.47,High,1,0,0.28,Closed,0,Nitesh Dara,31,Male,Ranchi,Married,Salaried,Government Employee,54038,41248,10308,794809,Owned,Master,3,730,70,3,1,82,Facebook,Web,24,18.333333333333332,84,3,5,2.0,-2143.75,0.6783333333333333,52.916666666666664,2,6
LN847618,C02759,Medical,2385001,1740529,36,17.27,62288.74,0.71,2026-05-19,61,39,0.386,High,0,Insufficient Repayment Capacity,1.64,Rejected,0,Aahana Tiwari,24,Female,Jamshedpur,Married,Student,Student,8849,4869,1794,37325,Family Owned,Diploma,2,611,9,0,0,172,Referral,Web,45,14.91304347826087,90,4,7,4.0,26402.25,0.33083333333333337,80.08333333333333,1,1
LN738870,C02760,Medical,189542,144795,36,13.89,4941.02,0.36,2025-02-22,58,42,0.368,High,1,0,0.87,Defaulted,1,Oviya Chaudhary,64,Female,Bangalore,Married,Self-employed,Shop Owner,137240,106982,20814,1712899,Rented,Bachelor,3,716,106,25,3,155,Google Ads,Web,58,13.285714285714286,74,3,4,2.0,802.0833333333334,0.6258333333333334,56.5,1,5
LN719555,C02761,Personal,521496,425410,36,22.32,16317.11,0.62,2026-05-17,93,7,0.578,High,0,High Risk,1.35,Rejected,0,Kashvi Chand,30,Male,Indore,Single,Salaried,Government Employee,74869,42807,12700,897880,Rented,Bachelor,1,681,47,3,1,100,Instagram,Web,55,18.166666666666668,88,5,8,3.0,-5756.833333333333,0.6941666666666667,34.0,3,6
LN182359,C02762,Business,4157500,3453410,48,13.22,93023.87,0.8,2024-08-19,63,37,0.398,High,0,Insufficient Repayment Capacity,2.46,Rejected,0,Chasmum Agrawal,38,Male,Ranchi,Married,Salaried,Government Employee,56789,35473,8332,689385,Family Owned,Bachelor,2,736,59,2,4,86,Google Ads,Android,38,25.95,83,8,3,7.0,38011.583333333336,0.3541666666666667,58.916666666666664,1,1
LN239316,C02763,Education,178000,130440,60,11.22,2850.41,0.18,2024-12-24,75,25,0.47,High,1,0,0.7,Active,0,Ranbir Muni,41,Female,Mumbai,Married,Salaried,Accountant,78442,61961,29561,456849,Rented,Diploma,3,694,49,7,2,71,Google Ads,Web,46,12.541666666666666,80,6,9,3.0,190.83333333333334,0.63,45.5,1,5
LN821544,C02764,Personal,359119,297703,36,14.58,10258.85,0.11,2025-09-18,23,77,0.158,Low,1,0,0.27,Closed,0,Kritika Kaur,56,Male,Bangalore,Married,Salaried,Government Employee,31052,19920,8172,464176,Rented,PhD,4,691,46,28,2,78,Google Ads,Web,42,2.9444444444444446,5,0,1,0.0,9051.25,0.37333333333333335,85.41666666666667,3,3
LN319457,C02765,Home Renovation,2524521,2240378,60,11.69,49485.72,0.39,2024-09-12,45,55,0.29,Medium,1,0,1.47,Closed,0,Gauri Boase,60,Female,Ballia,Married,Salaried,Bank Officer,114840,56707,24155,3958379,Rented,PhD,3,719,116,5,3,304,Referral,Web,87,2.5,11,0,1,0.0,72161.08333333333,0.3641666666666667,79.58333333333333,0,0
LN729744,C02766,Vehicle,2236407,2210587,24,11.86,103915.54,1.37,2025-12-22,61,39,0.386,High,0,Insufficient Repayment Capacity,2.43,Rejected,0,Sanaya Parmar,23,Male,Indore,Single,Student,Student,19066,10631,2016,85427,Rented,High School,0,621,50,0,2,135,Google Ads,Web,45,33.083333333333336,86,6,2,5.0,27249.583333333332,0.37666666666666665,77.33333333333333,0,0
LN730937,C02767,Medical,1128341,1090245,24,13.27,51970.61,1.67,2026-02-22,63,37,0.398,High,0,Insufficient Repayment Capacity,2.92,Rejected,0,Lila Naik,31,Male,Darbhanga,Single,Salaried,Government Employee,131779,61629,31990,3859477,Owned,PhD,1,744,10,6,0,44,Instagram,Android,19,8.071428571428571,66,1,3,1.0,5819.25,0.365,75.0,2,2
LN880882,C02768,Personal,1683727,1201419,24,13.53,57417.19,0.49,2025-03-03,60,40,0.38,High,0,Insufficient Repayment Capacity,0.85,Rejected,0,Hemangini Choudhry,59,Female,Kolkata,Married,Salaried,Teacher,141654,57328,56414,4717476,Rented,Bachelor,1,735,52,20,2,237,Referral,Web,65,17.22222222222222,83,4,7,3.0,38663.416666666664,0.36333333333333334,79.5,0,0
LN242684,C02769,Business,2005170,1422851,60,13.2,32520.09,0.56,2025-06-08,50,50,0.32,High,1,0,2.03,Active,0,Manthan Nayak,42,Male,Darbhanga,Single,Self-employed,Consultant,240865,151541,83461,2973453,Family Owned,Master,0,662,2,5,0,72,YouTube,Android,25,13.368421052631579,62,4,5,3.0,12541.833333333334,0.34,91.5,1,1
LN147556,C02770,Business,2102882,1512380,48,11.56,39500.82,0.55,2025-12-14,65,35,0.41,High,0,Insufficient Repayment Capacity,1.75,Rejected,0,Ikshita Malhotra,28,Female,Ranchi,Single,Salaried,Software Engineer,67846,40638,26595,1215820,Family Owned,PhD,0,731,62,6,4,32,Google Ads,Web,20,9.894736842105264,67,4,3,2.0,29654.25,0.355,91.16666666666667,0,0
LN735319,C02771,Personal,1602118,1423470,24,13.2,67808.16,1.19,2024-11-19,71,29,0.446,High,0,Insufficient Repayment Capacity,2.07,Rejected,0,Warjas Sodhi,18,Female,Nagpur,Single,Student,Student,11346,9806,3759,26385,Rented,Diploma,0,542,1,0,0,42,Facebook,Android,11,20.466666666666665,84,5,4,4.0,17334.5,0.32916666666666666,82.25,1,1
LN597773,C02772,Personal,906061,732132,36,18.78,26755.68,0.42,2024-08-30,15,85,0.11,Low,1,0,0.96,Active,0,Anjali Rana,65,Female,Surat,Married,Self-employed,Freelancer,117906,70463,36058,1983897,Owned,PhD,3,713,84,33,5,168,YouTube,iPhone,53,1.8181818181818181,5,0,0,0.0,24426.583333333332,0.38083333333333336,88.91666666666667,1,1
LN214561,C02773,Personal,851735,667542,36,22.69,25732.63,0.56,2025-11-23,65,35,0.41,High,0,Insufficient Repayment Capacity,1.22,Rejected,0,Nitesh Ravel,29,Male,Nagpur,Married,Salaried,Doctor,124060,73025,31171,4294028,Owned,High School,1,729,2,0,0,218,YouTube,Web,99,8.714285714285714,68,3,5,2.0,14668.416666666666,0.3025,81.58333333333333,0,0
LN683890,C02774,Medical,50000,39001,36,18.13,1412.52,0.22,2025-12-22,91,9,0.566,High,0,High Risk,0.5,Rejected,0,Neha Kunda,53,Female,Jamshedpur,Married,Self-employed,Contractor,94807,67185,16506,1360292,Rented,Bachelor,4,665,82,19,1,221,Instagram,Android,86,16.923076923076923,90,3,3,2.0,-1085.3333333333333,0.7108333333333333,29.0,2,8
LN613882,C02775,Medical,4278536,3401354,24,14.84,164661.81,1.11,2025-07-22,60,40,0.38,High,0,Insufficient Repayment Capacity,1.91,Rejected,0,Jagdish Mallick,23,Female,Srinagar,Married,Student,Student,7351,5284,184,40481,Rented,High School,3,587,6,0,0,316,Instagram,Web,90,18.75,85,6,0,6.0,29711.416666666668,0.3541666666666667,77.25,1,1
LN153310,C02776,Personal,170902,127282,24,21.14,6549.22,0.32,2024-09-27,51,49,0.326,High,1,0,0.51,Active,0,Nihal Rana,27,Male,Jamshedpur,Single,Self-employed,Consultant,145269,97798,45220,2560776,Rented,High School,0,676,10,0,0,54,Google Ads,iPhone,16,36.84615384615385,90,7,2,7.0,2147.0,0.6716666666666667,77.16666666666667,1,5
LN845890,C02777,Personal,1441930,1061977,36,21.0,40010.05,0.72,2026-03-07,60,40,0.38,High,0,Insufficient Repayment Capacity,1.6,Rejected,0,Ekani Apte,52,Male,Patna,Married,Salaried,Software Engineer,37832,23715,5584,321030,Owned,Master,4,682,104,10,2,62,Referral,Android,16,23.4,76,7,6,7.0,21435.25,0.35083333333333333,84.33333333333333,0,0
LN286883,C02778,Education,195659,138190,36,11.93,4585.27,0.19,2026-04-17,75,25,0.47,High,1,0,0.49,Defaulted,1,Yochana Balakrishnan,50,Male,Darbhanga,Married,Salaried,Sales Executive,48742,22118,2411,562581,Owned,Diploma,4,697,3,22,0,7,Instagram,Web,3,19.958333333333332,88,7,4,5.0,791.3333333333334,0.7125,45.0,0,6
LN305307,C02779,Vehicle,4261823,3139165,36,8.66,99328.61,0.91,2025-09-18,58,42,0.368,High,0,Insufficient Repayment Capacity,2.41,Rejected,0,Udarsh Lala,24,Female,Bangalore,Single,Salaried,Doctor,108070,60186,9135,2143202,Rented,High School,1,755,71,1,3,137,YouTube,Android,36,4.066666666666666,19,1,3,0.0,50930.416666666664,0.34,75.66666666666667,2,1
LN288645,C02780,Vehicle,3550605,2885752,24,8.17,130738.6,0.59,2024-07-31,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.08,Rejected,0,Chatresh Pai,24,Female,Nagpur,Single,Salaried,Accountant,85509,64556,33764,267707,Owned,Bachelor,1,699,39,1,3,254,Referral,iPhone,97,5.3125,51,1,1,1.0,58040.25,0.3225,74.08333333333333,3,2
